Drug,SMILES,Groups
"Vindesine",[H][C@@]12N3CC[C@@]11C4=C(C=C(OC)C(=C4)[C@]4(C[C@@H]5C[N@@](C[C@](O)(CC)C5)CCC5=C4NC4=CC=CC=C54)C(=O)OC)N(C)[C@@]1([H])[C@](O)([C@H](O)[C@]2(CC)C=CC3)C(N)=O,Approved;Investigational
"Chlorthalidone",NS(=O)(=O)C1=C(Cl)C=CC(=C1)C1(O)NC(=O)C2=CC=CC=C12,Approved
"Valproic acid",CCCC(CCC)C(O)=O,Approved;Investigational
"Capreomycin",[H][C@@]1(CCN=C(N)N1)[C@]1([H])NC(=O)\C(NC(=O)[C@H](CNC(=O)C[C@@H](N)CCCN)NC(=O)[C@H](C)NC(=O)[C@@H](N)CNC1=O)=C/NC(N)=O.[H][C@@]1(CCN=C(N)N1)[C@]1([H])NC(=O)\C(NC(=O)[C@H](CNC(=O)C[C@@H](N)CCCN)NC(=O)[C@H](CO)NC(=O)[C@@H](N)CNC1=O)=C/NC(N)=O,Approved
"Zolmitriptan",CN(C)CCC1=CNC2=CC=C(C[C@H]3COC(=O)N3)C=C12,Approved;Investigational
"Acetaminophen",CC(=O)NC1=CC=C(O)C=C1,Approved
"Gefitinib",COC1=C(OCCCN2CCOCC2)C=C2C(NC3=CC(Cl)=C(F)C=C3)=NC=NC2=C1,Approved;Investigational
"Piperacillin",[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](NC(=O)N1CCN(CC)C(=O)C1=O)C1=CC=CC=C1)C(O)=O,Approved
"Dihydroergotamine",[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O,Approved;Investigational
"Amitriptyline",CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,Approved
"Floxuridine",OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(F)C(=O)NC1=O,Approved
"Fluorometholone",[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C,Approved;Investigational
"Nitroprusside",O=N[Fe--](C#N)(C#N)(C#N)(C#N)C#N,Approved;Investigational
"Calcium glucoheptonate",[Ca++].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)C([O-])=O.OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)C([O-])=O,Approved
"Indomethacin",COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(O)=O,Approved;Investigational
"Ethambutol",CC[C@@H](CO)NCCN[C@@H](CC)CO,Approved
"Metformin",CN(C)C(=N)NC(N)=N,Approved
"Ipratropium",[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(CO)C1=CC=CC=C1)[N+]2(C)C(C)C,Approved;Experimental
"Methadone",CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,Approved
"Olanzapine",CN1CCN(CC1)C1=NC2=CC=CC=C2NC2=C1C=C(C)S2,Approved;Investigational
"Atenolol",CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1,Approved
"Pimecrolimus",[H][C@]1(CC[C@H](Cl)[C@@H](C1)OC)\C=C(/C)[C@@]1([H])OC(=O)[C@]2([H])CCCCN2C(=O)C(=O)[C@]2(O)O[C@@]([H])([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)C\C(C)=C\[C@@H](CC)C(=O)C[C@H](O)[C@H]1C)OC,Approved;Investigational
"Pyrazinamide",NC(=O)C1=NC=CN=C1,Approved;Investigational
"Metixene",CN1CCCC(CC2C3=CC=CC=C3SC3=CC=CC=C23)C1,Approved
"Cetirizine",OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,Approved
"Diltiazem",COC1=CC=C(C=C1)[C@@H]1SC2=C(C=CC=C2)N(CCN(C)C)C(=O)[C@@H]1OC(C)=O,Approved;Investigational
"Protriptyline",CNCCCC1C2=CC=CC=C2C=CC2=CC=CC=C12,Approved
"Aminohippuric acid",NC1=CC=C(C=C1)C(=O)NCC(O)=O,Approved;Investigational
"Alfuzosin",COC1=CC2=C(C=C1OC)C(N)=NC(=N2)N(C)CCCNC(=O)C1CCCO1,Approved;Investigational
"Trimethadione",CN1C(=O)OC(C)(C)C1=O,Approved
"Nitisinone",[O-][N+](=O)C1=C(C=CC(=C1)C(F)(F)F)C(=O)C1C(=O)CCCC1=O,Approved;Investigational
"Minoxidil",NC1=CC(=NC(N)=[N+]1[O-])N1CCCCC1,Approved;Investigational
"Tioguanine",NC1=NC(=S)C2=C(N1)N=CN2,Approved
"Methylergometrine",[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@H](CN2C)C(=O)N[C@@H](CC)CO,Approved
"Buclizine",CC(C)(C)C1=CC=C(CN2CCN(CC2)C(C2=CC=CC=C2)C2=CC=C(Cl)C=C2)C=C1,Approved
"Aztreonam",C[C@H]1[C@H](NC(=O)C(=N/OC(C)(C)C(=O)O)\C2=CSC([NH3+])=N2)C(=O)N1S([O-])(=O)=O,Approved
"Chlorzoxazone",ClC1=CC2=C(OC(=O)N2)C=C1,Approved
"Aminoglutethimide",CCC1(CCC(=O)NC1=O)C1=CC=C(N)C=C1,Approved;Investigational
"Mefloquine",OC(C1CCCCN1)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F,Approved;Investigational
"Sapropterin",[H][C@@]1(CNC2=C(N1)C(=O)NC(N)=N2)[C@@H](O)[C@H](C)O,Approved;Investigational
"Vinorelbine",[H][C@@]12N(C)C3=CC(OC)=C(C=C3[C@@]11CCN3CC=C[C@](CC)([C@@]13[H])[C@@]([H])(OC(C)=O)[C@]2(O)C(=O)OC)[C@]1(C[C@@]2([H])CN(CC(CC)=C2)CC2=C1NC1=CC=CC=C21)C(=O)OC,Approved;Investigational
"Anidulafungin",[H][C@]1(NC(=O)[C@@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)[C@H](C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C1=O)NC(=O)C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CC=C(OCCCCC)C=C1)[C@@H](C)O)[C@H](O)[C@@H](O)C1=CC=C(O)C=C1)[C@@H](C)O,Approved;Investigational
"Clozapine",CN1CCN(CC1)C1=NC2=CC(Cl)=CC=C2NC2=CC=CC=C12,Approved
"Sucralfate",O.O[Al](O)O.O[Al](O)OS(=O)(=O)OC[C@H]1O[C@@](COS(=O)(=O)O[Al](O)O)(O[C@H]2O[C@H](COS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@H](OS(=O)(=O)O[Al](O)O)[C@H]2OS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@@H]1OS(=O)(=O)O[Al](O)O,Approved
"Levonorgestrel",[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],Approved;Investigational
"Norepinephrine",NC[C@H](O)C1=CC(O)=C(O)C=C1,Approved
"Cidofovir",NC1=NC(=O)N(C[C@@H](CO)OCP(O)(O)=O)C=C1,Approved
"Mirtazapine",CN1CCN2C(C1)C1=CC=CC=C1CC1=C2N=CC=C1,Approved
"Timolol",[H][C@](O)(CNC(C)(C)C)COC1=NSN=C1N1CCOCC1,Approved
"Treprostinil",[H][C@]12C[C@@H](O)[C@H](CC[C@@H](O)CCCCC)[C@@]1([H])CC1=C(C2)C(OCC(O)=O)=CC=C1,Approved;Investigational
"Trihexyphenidyl",OC(CCN1CCCCC1)(C1CCCCC1)C1=CC=CC=C1,Approved
"Palonosetron",[H][C@]12CCCC3=C1C(=CC=C3)C(=O)N(C2)[C@@H]1CN2CCC1CC2,Approved;Investigational
"Mexiletine",CC(N)COC1=C(C)C=CC=C1C,Approved;Investigational
"Amlodipine",CCOC(=O)C1=C(COCCN)NC(C)=C(C1C1=CC=CC=C1Cl)C(=O)OC,Approved
"Oxyphencyclimine",CN1CCCN=C1COC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1,Approved
"Triamterene",NC1=NC(N)=C2N=C(C(N)=NC2=N1)C1=CC=CC=C1,Approved
"Valrubicin",[H][C@@]1(C[C@@](O)(CC2=C(O)C3=C(C(O)=C12)C(=O)C1=C(OC)C=CC=C1C3=O)C(=O)COC(=O)CCCC)O[C@H]1C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O1,Approved
"Procyclidine",OC(CCN1CCCC1)(C1CCCCC1)C1=CC=CC=C1,Approved
"Phenylephrine",CNC[C@H](O)C1=CC(O)=CC=C1,Approved
"Carbimazole",CCOC(=O)N1C=CN(C)C1=S,Approved;Investigational
"Digoxin",[H][C@]12CC[C@]3([H])[C@]([H])(C[C@@H](O)[C@]4(C)[C@H](CC[C@]34O)C3=CC(=O)OC3)[C@@]1(C)CC[C@@H](C2)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1,Approved
"Sulpiride",CCN1CCCC1CNC(=O)C1=C(OC)C=CC(=C1)S(N)(=O)=O,Approved;Investigational
"Profenamine",CCN(CC)C(C)CN1C2=CC=CC=C2SC2=CC=CC=C12,Approved
"Nimodipine",COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C,Approved;Investigational
"Beclomethasone dipropionate",[H][C@@]12C[C@H](C)[C@](OC(=O)CC)(C(=O)COC(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,Approved;Investigational
"Carisoprodol",CCCC(C)(COC(N)=O)COC(=O)NC(C)C,Approved
"Sorafenib",CNC(=O)C1=NC=CC(OC2=CC=C(NC(=O)NC3=CC(=C(Cl)C=C3)C(F)(F)F)C=C2)=C1,Approved;Investigational
"Zoledronic acid",OC(CN1C=CN=C1)(P(O)(O)=O)P(O)(O)=O,Approved
"Nisoldipine",COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OCC(C)C,Approved
"Eszopiclone",CN1CCN(CC1)C(=O)O[C@@H]1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1,Approved;Investigational
"Ceruletide",[H][C@](NC(=O)[C@H](CC1=CC=C(OS(O)(=O)=O)C=C1)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCC(=O)N1)([C@@H](C)O)C(=O)NCC(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(N)=O,Approved
"Dexbrompheniramine",CN(C)CC[C@@H](C1=CC=C(Br)C=C1)C1=CC=CC=N1,Approved
"Gentian violet cation",CN(C)C1=CC=C(C=C1)C(C1=CC=C(C=C1)N(C)C)=C1C=CC(C=C1)=[N+](C)C,Approved
"Loxapine",CN1CCN(CC1)C1=NC2=CC=CC=C2OC2=C1C=C(Cl)C=C2,Approved
"Carbamoylcholine",C[N+](C)(C)CCOC(N)=O,Approved
"Rosiglitazone",CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C1=CC=CC=N1,Approved;Investigational
"Pramipexole",CCCN[C@H]1CCC2=C(C1)SC(N)=N2,Approved;Investigational
"Miglustat",CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,Approved
"Spironolactone",[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@]([H])(CC2=CC(=O)CC[C@]12C)SC(C)=O,Approved
"Methylphenidate",COC(=O)C(C1CCCCN1)C1=CC=CC=C1,Approved;Investigational
"Hyoscyamine",CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)[C@H](CO)C1=CC=CC=C1,Approved
"Zolpidem",CN(C)C(=O)CC1=C(N=C2C=CC(C)=CN12)C1=CC=C(C)C=C1,Approved
"Famciclovir",CC(=O)OCC(CCN1C=NC2=CN=C(N)N=C12)COC(C)=O,Approved;Investigational
"Triprolidine",CC1=CC=C(C=C1)C(=C/CN1CCCC1)\C1=CC=CC=N1,Approved
"Streptozocin",CN(N=O)C(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,Approved;Investigational
"Carboprost tromethamine",OCC([NH3+])(CO)CO.CCCCC[C@@](O)(C)\C=C\[C@H]1[C@@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(=O)[O-],Approved
"Cefpiramide",[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@@]2([H])NC(=O)[C@H](NC(=O)C1=C(O)C=C(C)N=C1)C1=CC=C(O)C=C1)C(O)=O,Approved
"Trifluridine",OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(C(=O)NC1=O)C(F)(F)F,Approved;Investigational
"Cyproheptadine",CN1CCC(CC1)=C1C2=CC=CC=C2C=CC2=CC=CC=C12,Approved
"Nitric Oxide",[N]=O,Approved
"Bendroflumethiazide",NS(=O)(=O)C1=CC2=C(NC(CC3=CC=CC=C3)NS2(=O)=O)C=C1C(F)(F)F,Approved
"Allopurinol",OC1=NC=NC2=C1C=NN2,Approved
"Ceftazidime",[O-]C(=O)C1=C(CS[C@]2([H])[C@H](NC(=O)C(=N/OC(C)(C)C(O)=O)\C3=CSC(N)=N3)C(=O)N12)C[N+]1=CC=CC=C1,Approved
"Gemcitabine",NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F,Approved
"Entecavir",NC1=NC(=O)C2=C(N1)N(C=N2)[C@H]1C[C@H](O)[C@@H](CO)C1=C,Approved;Investigational
"Teniposide",[H][C@]12COC(=O)[C@]1([H])[C@]([H])(C1=CC(OC)=C(O)C(OC)=C1)C1=CC3=C(OCO3)C=C1[C@@]2([H])O[C@]1([H])O[C@]2([H])CO[C@]([H])(O[C@@]2([H])[C@]([H])(O)[C@@]1([H])O)C1=CC=CS1,Approved
"Epirubicin",COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O,Approved
"Lansoprazole",CC1=C(OCC(F)(F)F)C=CN=C1CS(=O)C1=NC2=CC=CC=C2N1,Approved;Investigational
"Dipivefrin",CNCC(O)C1=CC(OC(=O)C(C)(C)C)=C(OC(=O)C(C)(C)C)C=C1,Approved
"Levothyroxine",N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O,Approved
"Framycetin",NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,Approved
"Clomocycline",[H][C@@]12C[C@@]3([H])C(=C(O)[C@]1(O)C(=O)C(C(=O)NCO)=C(O)[C@H]2N(C)C)C(=O)C1=C(C(Cl)=CC=C1O)[C@@]3(C)O,Experimental
"Meperidine",CCOC(=O)C1(CCN(C)CC1)C1=CC=CC=C1,Approved
"Loratadine",CCOC(=O)N1CCC(CC1)=C1C2=C(CCC3=C1N=CC=C3)C=C(Cl)C=C2,Approved;Investigational
"Prazosin",COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1=CC=CO1,Approved
"Imipramine",CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12,Approved
"Acitretin",COC1=C(C)C(C)=C(\C=C\C(\C)=C\C=C\C(\C)=C\C(O)=O)C(C)=C1,Approved
"Verteporfin",COC(=O)CCC1=C2NC(\C=C3/N=C(/C=C4\N\C(=C/C5=N/C(=C\2)/C(CCC(O)=O)=C5C)C(C=C)=C4C)C2=CC=C([C@@H](C(=O)OC)[C@@]32C)C(=O)OC)=C1C,Approved;Investigational
"Nabumetone",COC1=CC2=C(C=C1)C=C(CCC(C)=O)C=C2,Approved
"Methscopolamine bromide",[Br-].[H][C@]12C[C@@H](C[C@@]([H])(C3OC13)[N+]2(C)C)OC(=O)[C@H](CO)C1=CC=CC=C1,Approved
"Sodium tetradecyl sulfate",[Na+].CCCCC(CC)CCC(CC(C)C)OS([O-])(=O)=O,Approved;Investigational
"Ketorolac",OC(=O)C1CCN2C1=CC=C2C(=O)C1=CC=CC=C1,Approved
"Picrotoxin",[H][C@@]12OC(=O)[C@@]34OC3C[C@@](O)(C3[C@@H](C1OC3=O)C(C)=C)[C@@]24C.[H][C@@]12C[C@@]3(O)C4[C@@H](C(OC4=O)[C@@]4([H])OC(=O)[C@]1(O2)[C@@]34C)C(C)(C)O,Experimental
"Enoxacin",CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N=C12)N1CCNCC1,Approved;Investigational
"Quinine",[H][C@]1(C[C@@H]2CC[N@]1C[C@@H]2C=C)[C@H](O)C1=CC=NC2=CC=C(OC)C=C12,Approved
"Tenoxicam",CN1C(C(=O)NC2=CC=CC=N2)=C(O)C2=C(C=CS2)S1(=O)=O,Approved
"Montelukast",OC(=O)CC1(CC1)CS[C@H](CCC1=CC=CC=C1C(O)(C)C)C1=CC=CC(\C=C\C2=NC3=C(C=CC(Cl)=C3)C=C2)=C1,Approved
"Methohexital",CCC#CC(C)C1(CC=C)C(=O)NC(=O)N(C)C1=O,Approved
"Duloxetine",CNCC[C@H](OC1=CC=CC2=CC=CC=C12)C1=CC=CS1,Approved
"Rimantadine",CC(N)C12CC3CC(CC(C3)C1)C2,Approved;Investigational
"Lenalidomide",NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O,Approved
"Raloxifene",OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C2=C(S1)C=C(O)C=C2,Approved;Investigational
"Celecoxib",CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F,Approved;Investigational
"Gallamine triethiodide",[I-].[I-].[I-].CC[N+](CC)(CC)CCOC1=CC=CC(OCC[N+](CC)(CC)CC)=C1OCC[N+](CC)(CC)CC,Approved
"Brimonidine",BrC1=C(NC2=NCCN2)C=CC2=NC=CN=C12,Approved
"Nabilone",[H][C@@]12CC(=O)CC[C@@]1([H])C(C)(C)OC1=CC(=CC(O)=C21)C(C)(C)CCCCCC,Approved;Investigational
"Pefloxacin",CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCN(C)CC1,Approved
"Altretamine",CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C,Approved
"Sotalol",CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1,Approved
"Buspirone",O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)C1=NC=CC=N1,Approved;Investigational
"Miglitol",OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,Approved
"Fosinopril",CCC(=O)O[C@@H](O[P@](=O)(CCCCC1=CC=CC=C1)CC(=O)N1C[C@@H](C[C@H]1C(O)=O)C1CCCCC1)C(C)C,Approved
"Cefotaxime",[H][C@]12SCC(COC(C)=O)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O,Approved
"Entacapone",CCN(CC)C(=O)C(=C\C1=CC(=C(O)C(O)=C1)[N+]([O-])=O)\C#N,Approved;Investigational
"Zidovudine",CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O,Approved
"Darifenacin",NC(=O)C([C@@H]1CCN(CCC2=CC3=C(OCC3)C=C2)C1)(C1=CC=CC=C1)C1=CC=CC=C1,Approved;Investigational
"Phenindione",O=C1C(C(=O)C2=CC=CC=C12)C1=CC=CC=C1,Approved;Investigational
"Flutamide",CC(C)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,Approved;Investigational
"Tolmetin",CN1C(CC(O)=O)=CC=C1C(=O)C1=CC=C(C)C=C1,Approved
"Cimetidine",CN\C(NCCSCC1=C(C)NC=N1)=N\C#N,Approved;Investigational
"Haloperidol",OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1,Approved
"Ritonavir",CC(C)[C@H](NC(=O)N(C)CC1=CSC(=N1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CN=CS1)CC1=CC=CC=C1,Approved;Investigational
"Levallorphan",[H][C@@]12CCCC[C@@]11CCN(CC=C)[C@@H]2CC2=C1C=C(O)C=C2,Approved
"Dextrothyroxine",N[C@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O,Approved;Investigational
"Acetyldigitoxin",[H][C@@]1(CC[C@]2(O)[C@]3([H])CC[C@]4([H])C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](OC(C)=O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1)C1=CC(=O)OC1,Approved
"Vancomycin",CN[C@H](CC(C)C)C(=O)N[C@@H]1[C@H](O)C2=CC=C(OC3=C(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@H]4C[C@](C)(N)[C@H](O)[C@H](C)O4)C4=CC(=C3)[C@@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N[C@@H]1C3=CC(=C(O)C=C3)C3=C(O)C=C(O)C=C3[C@H](NC(=O)[C@@H](NC1=O)[C@H](O)C1=CC(Cl)=C(O4)C=C1)C(O)=O)C(Cl)=C2,Approved
"Aminocaproic acid",NCCCCCC(O)=O,Approved;Investigational
"Dextromethorphan",[H][C@]12CC3=C(C=C(OC)C=C3)[C@@]3(CCCC[C@]13[H])CCN2C,Approved
"Cisplatin",[H][N]([H])([H])[Pt](Cl)(Cl)[N]([H])([H])[H],Approved
"Anisotropine methylbromide",[Br-].CCCC(CCC)C(=O)O[C@H]1CC2CCC(C1)[N+]2(C)C,Approved
"Trandolapril",[H][C@@]12C[C@H](N(C(=O)[C@H](C)N[C@@H](CCC3=CC=CC=C3)C(=O)OCC)[C@@]1([H])CCCC2)C(O)=O,Approved
"Caspofungin",CCC(C)CC(C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](NCCN)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC1=O)[C@@H](C)O)[C@H](O)[C@@H](O)C1=CC=C(O)C=C1)[C@H](O)CCN,Approved
"Carteolol",CC(C)(C)NCC(O)COC1=CC=CC2=C1CCC(=O)N2,Approved
"Alitretinoin",C\C(\C=C\C1=C(C)CCCC1(C)C)=C\C=C\C(\C)=C\C(O)=O,Approved;Investigational
"Metolazone",CC1NC2=CC(Cl)=C(C=C2C(=O)N1C1=CC=CC=C1C)S(N)(=O)=O,Approved
"Oxaliplatin",[H][N]1([H])[C@@H]2CCCC[C@H]2[N]([H])([H])[Pt]11OC(=O)C(=O)O1,Approved;Investigational
"Lercanidipine",COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)(C)CN(C)CCC(C1=CC=CC=C1)C1=CC=CC=C1,Approved;Investigational
"Foscarnet",OC(=O)P(O)(O)=O,Approved
"Erlotinib",COCCOC1=CC2=C(C=C1OCCOC)C(NC1=CC(=CC=C1)C#C)=NC=N2,Approved;Investigational
"Cyclophosphamide",ClCCN(CCCl)P1(=O)NCCCO1,Approved;Investigational
"Cefdinir",[H][C@]12SCC(C=C)=C(N1C(=O)[C@H]2NC(=O)C(=N/O)\C1=CSC(N)=N1)C(O)=O,Approved
"Guanidine",NC(N)=N,Approved
"Ciprofloxacin",OC(=O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O,Approved;Investigational
"Gadoversetamide",[Gd+3].COCCNC(=O)CN(CCN(CCN(CC([O-])=O)CC(=O)NCCOC)CC([O-])=O)CC([O-])=O,Approved;Investigational
"Toremifene",CN(C)CCOC1=CC=C(C=C1)C(=C(\CCCl)C1=CC=CC=C1)\C1=CC=CC=C1,Approved;Investigational
"Nortriptyline",CNCCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,Approved
"Vincristine",CC[C@]1(O)C[C@@H]2CN(C1)CCC1=C(NC3=CC=CC=C13)[C@@](C2)(C(=O)OC)C1=C(OC)C=C2N(C=O)[C@@H]3[C@]4(CCN5CC=C[C@](CC)([C@@H]45)[C@@H](OC(C)=O)[C@]3(O)C(=O)OC)C2=C1,Approved;Investigational
"Benazepril",[H][C@@]1(CCC2=CC=CC=C2N(CC(O)=O)C1=O)N[C@@H](CCC1=CC=CC=C1)C(=O)OCC,Approved;Investigational
"Amoxapine",ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,Approved
"Fluorouracil",FC1=CNC(=O)NC1=O,Approved
"Pyridostigmine",CN(C)C(=O)OC1=C[N+](C)=CC=C1,Approved;Investigational
"Adinazolam",CN(C)CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12,Experimental
"Desoximetasone",[H][C@@]12C[C@@H](C)[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,Approved
"Azelaic acid",OC(=O)CCCCCCCC(O)=O,Approved
"Zafirlukast",COC1=CC(=CC=C1CC1=CN(C)C2=C1C=C(NC(=O)OC1CCCC1)C=C2)C(=O)NS(=O)(=O)C1=CC=CC=C1C,Approved;Investigational
"Propylthiouracil",CCCC1=CC(=O)NC(=S)N1,Approved;Investigational
"Acetohydroxamic acid",CC(=O)NO,Approved
"Pentostatin",OC[C@H]1O[C@H](C[C@@H]1O)N1C=NC2=C1N=CNC[C@H]2O,Approved;Investigational
"Methoxsalen",COC1=C2OC(=O)C=CC2=CC2=C1OC=C2,Approved
"Piroxicam",CN1C(C(=O)NC2=NC=CC=C2)=C(O)C2=C(C=CC=C2)S1(=O)=O,Approved;Investigational
"Lamotrigine",NC1=NC(N)=C(N=N1)C1=C(Cl)C(Cl)=CC=C1,Approved;Investigational
"Perflutren",FC(F)(F)C(F)(F)C(F)(F)F,Approved
"Hydroxyzine",OCCOCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,Approved
"Zanamivir",[H][C@]1(OC(=C[C@H](N=C(N)N)[C@H]1NC(C)=O)C(O)=O)[C@H](O)[C@H](O)CO,Approved;Investigational
"Bosentan",COC1=CC=CC=C1OC1=C(NS(=O)(=O)C2=CC=C(C=C2)C(C)(C)C)N=C(N=C1OCCO)C1=NC=CC=N1,Approved;Investigational
"Tigecycline",[H][C@@]12CC3=C(C(O)=C(NC(=O)CNC(C)(C)C)C=C3N(C)C)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2,Approved
