Drug,SMILES,Groups
"Raltitrexed",CN(CC1=CC2=C(NC(C)=NC2=O)C=C1)C1=CC=C(S1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,Approved;Investigational
"Etonogestrel",[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC(=C)[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],Approved;Investigational
"Morphine",[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,Approved;Investigational
"Ropivacaine",CCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C,Approved
"Bupivacaine",CCCCN1CCCCC1C(=O)NC1=C(C)C=CC=C1C,Approved;Investigational
"Dapiprazole",CC1=CC=CC=C1N1CCN(CCC2=NN=C3CCCCN23)CC1,Approved
"Penciclovir",NC1=NC(=O)C2=C(N1)N(CCC(CO)CO)C=N2,Approved
"Tenofovir disoproxil",[H][C@@](C)(CN1C=NC2=C(N)N=CN=C12)OCP(=O)(OCOC(=O)OC(C)C)OCOC(=O)OC(C)C,Approved;Investigational
"Flucloxacillin",[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=C(F)C=CC=C1Cl)C(O)=O,Approved;Investigational
"Tranexamic acid",NC[C@H]1CC[C@@H](CC1)C(O)=O,Approved
"Ertapenem",[H][C@]12[C@@H](C)C(S[C@]3([H])CN[C@@]([H])(C3)C(=O)NC3=CC=CC(=C3)C(O)=O)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(O)=O,Approved;Investigational
"Desogestrel",[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC(=C)[C@]1([H])[C@@]3([H])CCCC=C3CC[C@@]21[H],Approved
"Mitomycin",CO[C@]12[C@H]3N[C@H]3CN1C1=C([C@H]2COC(N)=O)C(=O)C(N)=C(C)C1=O,Approved
"Talbutal",CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,Approved;Illicit
"Bexarotene",CC1=CC2=C(C=C1C(=C)C1=CC=C(C=C1)C(O)=O)C(C)(C)CCC2(C)C,Approved;Investigational
"Ibutilide",CCCCCCCN(CC)CCCC(O)C1=CC=C(NS(C)(=O)=O)C=C1,Approved
"Vindesine",[H][C@@]12N3CC[C@@]11C4=C(C=C(OC)C(=C4)[C@]4(C[C@@H]5C[N@@](C[C@](O)(CC)C5)CCC5=C4NC4=CC=CC=C54)C(=O)OC)N(C)[C@@]1([H])[C@](O)([C@H](O)[C@]2(CC)C=CC3)C(N)=O,Approved;Investigational
"Chlorthalidone",NS(=O)(=O)C1=C(Cl)C=CC(=C1)C1(O)NC(=O)C2=CC=CC=C12,Approved
"Pentobarbital",CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,Approved;Investigational;VetApproved
"Valproic acid",CCCC(CCC)C(O)=O,Approved;Investigational
"Capreomycin",[H][C@@]1(CCN=C(N)N1)[C@]1([H])NC(=O)\C(NC(=O)[C@H](CNC(=O)C[C@@H](N)CCCN)NC(=O)[C@H](C)NC(=O)[C@@H](N)CNC1=O)=C/NC(N)=O.[H][C@@]1(CCN=C(N)N1)[C@]1([H])NC(=O)\C(NC(=O)[C@H](CNC(=O)C[C@@H](N)CCCN)NC(=O)[C@H](CO)NC(=O)[C@@H](N)CNC1=O)=C/NC(N)=O,Approved
"Zolmitriptan",CN(C)CCC1=CNC2=CC=C(C[C@H]3COC(=O)N3)C=C12,Approved;Investigational
"Acetaminophen",CC(=O)NC1=CC=C(O)C=C1,Approved
"Gefitinib",COC1=C(OCCCN2CCOCC2)C=C2C(NC3=CC(Cl)=C(F)C=C3)=NC=NC2=C1,Approved;Investigational
"Codeine",[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,Approved;Illicit
"Piperacillin",[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](NC(=O)N1CCN(CC)C(=O)C1=O)C1=CC=CC=C1)C(O)=O,Approved
"Dihydroergotamine",[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O,Approved;Investigational
"Amitriptyline",CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,Approved
"Floxuridine",OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(F)C(=O)NC1=O,Approved
"Tolcapone",CC1=CC=C(C=C1)C(=O)C1=CC(=C(O)C(O)=C1)[N+]([O-])=O,Approved;Withdrawn
"Fluorometholone",[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C,Approved;Investigational
"Nitroprusside",O=N[Fe--](C#N)(C#N)(C#N)(C#N)C#N,Approved;Investigational
"Calcium glucoheptonate",[Ca++].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)C([O-])=O.OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)C([O-])=O,Approved
"Hydromorphone",[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O,Approved;Illicit
"Indomethacin",COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(O)=O,Approved;Investigational
"Ethambutol",CC[C@@H](CO)NCCN[C@@H](CC)CO,Approved
"Metformin",CN(C)C(=N)NC(N)=N,Approved
"Ipratropium",[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(CO)C1=CC=CC=C1)[N+]2(C)C(C)C,Approved;Experimental
"Methadone",CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,Approved
"Olanzapine",CN1CCN(CC1)C1=NC2=CC=CC=C2NC2=C1C=C(C)S2,Approved;Investigational
"Atenolol",CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1,Approved
"Nitrofural",NC(=O)N\N=C\C1=CC=C(O1)[N+]([O-])=O,Approved;Investigational;VetApproved
"Pimecrolimus",[H][C@]1(CC[C@H](Cl)[C@@H](C1)OC)\C=C(/C)[C@@]1([H])OC(=O)[C@]2([H])CCCCN2C(=O)C(=O)[C@]2(O)O[C@@]([H])([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)C\C(C)=C\[C@@H](CC)C(=O)C[C@H](O)[C@H]1C)OC,Approved;Investigational
"Omeprazole",COC1=CC2=C(C=C1)N=C(N2)S(=O)CC1=NC=C(C)C(OC)=C1C,Approved;Investigational;VetApproved
"Pyrazinamide",NC(=O)C1=NC=CN=C1,Approved;Investigational
"Metixene",CN1CCCC(CC2C3=CC=CC=C3SC3=CC=CC=C23)C1,Approved
"Cetirizine",OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,Approved
"Terfenadine",CC(C)(C)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,Approved;Withdrawn
"Diltiazem",COC1=CC=C(C=C1)[C@@H]1SC2=C(C=CC=C2)N(CCN(C)C)C(=O)[C@@H]1OC(C)=O,Approved;Investigational
"Protriptyline",CNCCCC1C2=CC=CC=C2C=CC2=CC=CC=C12,Approved
"Aminohippuric acid",NC1=CC=C(C=C1)C(=O)NCC(O)=O,Approved;Investigational
"Alfuzosin",COC1=CC2=C(C=C1OC)C(N)=NC(=N2)N(C)CCCNC(=O)C1CCCO1,Approved;Investigational
"Trimethadione",CN1C(=O)OC(C)(C)C1=O,Approved
"Nitisinone",[O-][N+](=O)C1=C(C=CC(=C1)C(F)(F)F)C(=O)C1C(=O)CCCC1=O,Approved;Investigational
"Clobazam",CN1C2=C(C=C(Cl)C=C2)N(C2=CC=CC=C2)C(=O)CC1=O,Approved;Illicit
"Minoxidil",NC1=CC(=NC(N)=[N+]1[O-])N1CCCCC1,Approved;Investigational
"Megestrol acetate",[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=C(C)C2=CC(=O)CC[C@]12C,Approved;Investigational;VetApproved
"Tioguanine",NC1=NC(=S)C2=C(N1)N=CN2,Approved
"Methylergometrine",[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@H](CN2C)C(=O)N[C@@H](CC)CO,Approved
"Buclizine",CC(C)(C)C1=CC=C(CN2CCN(CC2)C(C2=CC=CC=C2)C2=CC=C(Cl)C=C2)C=C1,Approved
"Aztreonam",C[C@H]1[C@H](NC(=O)C(=N/OC(C)(C)C(=O)O)\C2=CSC([NH3+])=N2)C(=O)N1S([O-])(=O)=O,Approved
"Chlorzoxazone",ClC1=CC2=C(OC(=O)N2)C=C1,Approved
"Aminoglutethimide",CCC1(CCC(=O)NC1=O)C1=CC=C(N)C=C1,Approved;Investigational
"Mefloquine",OC(C1CCCCN1)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F,Approved;Investigational
"Sulfadiazine",NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=N1,Approved;Investigational;VetApproved
"Sapropterin",[H][C@@]1(CNC2=C(N1)C(=O)NC(N)=N2)[C@@H](O)[C@H](C)O,Approved;Investigational
"Vinorelbine",[H][C@@]12N(C)C3=CC(OC)=C(C=C3[C@@]11CCN3CC=C[C@](CC)([C@@]13[H])[C@@]([H])(OC(C)=O)[C@]2(O)C(=O)OC)[C@]1(C[C@@]2([H])CN(CC(CC)=C2)CC2=C1NC1=CC=CC=C21)C(=O)OC,Approved;Investigational
"Anidulafungin",[H][C@]1(NC(=O)[C@@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)[C@H](C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C1=O)NC(=O)C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CC=C(OCCCCC)C=C1)[C@@H](C)O)[C@H](O)[C@@H](O)C1=CC=C(O)C=C1)[C@@H](C)O,Approved;Investigational
"Clozapine",CN1CCN(CC1)C1=NC2=CC(Cl)=CC=C2NC2=CC=CC=C12,Approved
"Sucralfate",O.O[Al](O)O.O[Al](O)OS(=O)(=O)OC[C@H]1O[C@@](COS(=O)(=O)O[Al](O)O)(O[C@H]2O[C@H](COS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@H](OS(=O)(=O)O[Al](O)O)[C@H]2OS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@@H]1OS(=O)(=O)O[Al](O)O,Approved
"Grepafloxacin",CC1CN(CCN1)C1=C(F)C(C)=C2C(=O)C(=CN(C3CC3)C2=C1)C(O)=O,Approved;Investigational;Withdrawn
"Doxylamine",CN(C)CCOC(C)(C1=CC=CC=C1)C1=CC=CC=N1,Approved;VetApproved
"Levonorgestrel",[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],Approved;Investigational
"Norepinephrine",NC[C@H](O)C1=CC(O)=C(O)C=C1,Approved
"Cidofovir",NC1=NC(=O)N(C[C@@H](CO)OCP(O)(O)=O)C=C1,Approved
"Mirtazapine",CN1CCN2C(C1)C1=CC=CC=C1CC1=C2N=CC=C1,Approved
"Meprobamate",CCCC(C)(COC(N)=O)COC(N)=O,Approved;Illicit
"Thiethylperazine",CCSC1=CC2=C(SC3=CC=CC=C3N2CCCN2CCN(C)CC2)C=C1,Approved;Withdrawn
"Timolol",[H][C@](O)(CNC(C)(C)C)COC1=NSN=C1N1CCOCC1,Approved
"Treprostinil",[H][C@]12C[C@@H](O)[C@H](CC[C@@H](O)CCCCC)[C@@]1([H])CC1=C(C2)C(OCC(O)=O)=CC=C1,Approved;Investigational
"Trihexyphenidyl",OC(CCN1CCCCC1)(C1CCCCC1)C1=CC=CC=C1,Approved
"Palonosetron",[H][C@]12CCCC3=C1C(=CC=C3)C(=O)N(C2)[C@@H]1CN2CCC1CC2,Approved;Investigational
"Dydrogesterone",[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@]1([H])[C@@]2([H])C=CC2=CC(=O)CC[C@@]12C,Approved;Investigational;Withdrawn
"Mexiletine",CC(N)COC1=C(C)C=CC=C1C,Approved;Investigational
"Dexrazoxane",C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,Approved;Withdrawn
"Amlodipine",CCOC(=O)C1=C(COCCN)NC(C)=C(C1C1=CC=CC=C1Cl)C(=O)OC,Approved
"Tacrine",NC1=C2CCCCC2=NC2=CC=CC=C12,Approved;Investigational;Withdrawn
"Oxyphencyclimine",CN1CCCN=C1COC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1,Approved
"Triamterene",NC1=NC(N)=C2N=C(C(N)=NC2=N1)C1=CC=CC=C1,Approved
"Valrubicin",[H][C@@]1(C[C@@](O)(CC2=C(O)C3=C(C(O)=C12)C(=O)C1=C(OC)C=CC=C1C3=O)C(=O)COC(=O)CCCC)O[C@H]1C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O1,Approved
"Procyclidine",OC(CCN1CCCC1)(C1CCCCC1)C1=CC=CC=C1,Approved
"Phenylephrine",CNC[C@H](O)C1=CC(O)=CC=C1,Approved
"Carbimazole",CCOC(=O)N1C=CN(C)C1=S,Approved;Investigational
"Digoxin",[H][C@]12CC[C@]3([H])[C@]([H])(C[C@@H](O)[C@]4(C)[C@H](CC[C@]34O)C3=CC(=O)OC3)[C@@]1(C)CC[C@@H](C2)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1,Approved
"Sulpiride",CCN1CCCC1CNC(=O)C1=C(OC)C=CC(=C1)S(N)(=O)=O,Approved;Investigational
"Profenamine",CCN(CC)C(C)CN1C2=CC=CC=C2SC2=CC=CC=C12,Approved
"Nimodipine",COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C,Approved;Investigational
"Beclomethasone dipropionate",[H][C@@]12C[C@H](C)[C@](OC(=O)CC)(C(=O)COC(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,Approved;Investigational
"Carisoprodol",CCCC(C)(COC(N)=O)COC(=O)NC(C)C,Approved
"Progesterone",[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,Approved;VetApproved
"Phenylpropanolamine",[H][C@@](C)(N)[C@]([H])(O)C1=CC=CC=C1,Approved;VetApproved;Withdrawn
"Sorafenib",CNC(=O)C1=NC=CC(OC2=CC=C(NC(=O)NC3=CC(=C(Cl)C=C3)C(F)(F)F)C=C2)=C1,Approved;Investigational
"Zoledronic acid",OC(CN1C=CN=C1)(P(O)(O)=O)P(O)(O)=O,Approved
"Griseofulvin",COC1=CC(OC)=C(Cl)C2=C1C(=O)[C@]1(O2)[C@H](C)CC(=O)C=C1OC,Approved;Investigational;VetApproved
"Nisoldipine",COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OCC(C)C,Approved
"Eszopiclone",CN1CCN(CC1)C(=O)O[C@@H]1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1,Approved;Investigational
"Ceruletide",[H][C@](NC(=O)[C@H](CC1=CC=C(OS(O)(=O)=O)C=C1)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCC(=O)N1)([C@@H](C)O)C(=O)NCC(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(N)=O,Approved
"Alprazolam",CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12,Approved;Illicit;Investigational
"Dexbrompheniramine",CN(C)CC[C@@H](C1=CC=C(Br)C=C1)C1=CC=CC=N1,Approved
"Gentian violet cation",CN(C)C1=CC=C(C=C1)C(C1=CC=C(C=C1)N(C)C)=C1C=CC(C=C1)=[N+](C)C,Approved
"Loxapine",CN1CCN(CC1)C1=NC2=CC=CC=C2OC2=C1C=C(Cl)C=C2,Approved
"Remoxipride",CCN1CCC[C@H]1CNC(=O)C1=C(OC)C=CC(Br)=C1OC,Approved;Withdrawn
"Mupirocin",C[C@H](O)[C@H](C)[C@@H]1O[C@H]1C[C@H]1CO[C@@H](C\C(C)=C\C(=O)OCCCCCCCCC(O)=O)[C@H](O)[C@@H]1O,Approved;Investigational;VetApproved
"Carbamoylcholine",C[N+](C)(C)CCOC(N)=O,Approved
"Rosiglitazone",CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C1=CC=CC=N1,Approved;Investigational
"Pramipexole",CCCN[C@H]1CCC2=C(C1)SC(N)=N2,Approved;Investigational
"Acetohexamide",CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1,Approved;Investigational;Withdrawn
"Ampicillin",[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(O)=O,Approved;VetApproved
"Metocurine iodide",[I-].[I-].[H][C@@]12CC3=CC=C(OC4=C5C(CC[N+](C)(C)[C@]5([H])CC5=CC(OC6=C(OC)C=C(CC[N+]1(C)C)C2=C6)=C(OC)C=C5)=CC(OC)=C4OC)C=C3,Approved;Withdrawn
"Phenoxymethylpenicillin",[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)COC1=CC=CC=C1)C(O)=O,Approved;VetApproved
"Secobarbital",CCCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,Approved;VetApproved
"Miglustat",CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,Approved
"Promazine",CN(C)CCCN1C2=CC=CC=C2SC2=CC=CC=C12,Approved;VetApproved
"Spironolactone",[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@]([H])(CC2=CC(=O)CC[C@]12C)SC(C)=O,Approved
"Methylphenidate",COC(=O)C(C1CCCCN1)C1=CC=CC=C1,Approved;Investigational
"Methocarbamol",COC1=C(OCC(O)COC(N)=O)C=CC=C1,Approved;VetApproved
"Hyoscyamine",CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)[C@H](CO)C1=CC=CC=C1,Approved
"Zolpidem",CN(C)C(=O)CC1=C(N=C2C=CC(C)=CN12)C1=CC=C(C)C=C1,Approved
"Famciclovir",CC(=O)OCC(CCN1C=NC2=CN=C(N)N=C12)COC(C)=O,Approved;Investigational
"Triprolidine",CC1=CC=C(C=C1)C(=C/CN1CCCC1)\C1=CC=CC=N1,Approved
"Streptozocin",CN(N=O)C(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,Approved;Investigational
"Carboprost tromethamine",OCC([NH3+])(CO)CO.CCCCC[C@@](O)(C)\C=C\[C@H]1[C@@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(=O)[O-],Approved
"Cefpiramide",[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@@]2([H])NC(=O)[C@H](NC(=O)C1=C(O)C=C(C)N=C1)C1=CC=C(O)C=C1)C(O)=O,Approved
"Lindane",Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,Approved;Withdrawn
"Trifluridine",OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(C(=O)NC1=O)C(F)(F)F,Approved;Investigational
"Prochlorperazine",CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1,Approved;VetApproved
"Cyproheptadine",CN1CCC(CC1)=C1C2=CC=CC=C2C=CC2=CC=CC=C12,Approved
"Nitric Oxide",[N]=O,Approved
"Bendroflumethiazide",NS(=O)(=O)C1=CC2=C(NC(CC3=CC=CC=C3)NS2(=O)=O)C=C1C(F)(F)F,Approved
"Allopurinol",OC1=NC=NC2=C1C=NN2,Approved
"Ceftazidime",[O-]C(=O)C1=C(CS[C@]2([H])[C@H](NC(=O)C(=N/OC(C)(C)C(O)=O)\C3=CSC(N)=N3)C(=O)N12)C[N+]1=CC=CC=C1,Approved
"Cerivastatin",COCC1=C(C2=CC=C(F)C=C2)C(\C=C\[C@@H](O)C[C@@H](O)CC(O)=O)=C(C(C)C)N=C1C(C)C,Approved;Withdrawn
"Trimethoprim",COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1OC,Approved;VetApproved
"Gemcitabine",NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F,Approved
"Entecavir",NC1=NC(=O)C2=C(N1)N(C=N2)[C@H]1C[C@H](O)[C@@H](CO)C1=C,Approved;Investigational
"Betamethasone",[H][C@@]12C[C@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,Approved;VetApproved
"Teniposide",[H][C@]12COC(=O)[C@]1([H])[C@]([H])(C1=CC(OC)=C(O)C(OC)=C1)C1=CC3=C(OCO3)C=C1[C@@]2([H])O[C@]1([H])O[C@]2([H])CO[C@]([H])(O[C@@]2([H])[C@]([H])(O)[C@@]1([H])O)C1=CC=CS1,Approved
"Epirubicin",COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O,Approved
"Chloramphenicol",OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)C1=CC=C(C=C1)[N+]([O-])=O,Approved;VetApproved
"Loracarbef",N[C@@H](C(=O)N[C@H]1[C@H]2CCC(Cl)=C(N2C1=O)C(O)=O)C1=CC=CC=C1,Approved;Investigational;Withdrawn
"Lansoprazole",CC1=C(OCC(F)(F)F)C=CN=C1CS(=O)C1=NC2=CC=CC=C2N1,Approved;Investigational
"Dipivefrin",CNCC(O)C1=CC(OC(=O)C(C)(C)C)=C(OC(=O)C(C)(C)C)C=C1,Approved
"Droperidol",FC1=CC=C(C=C1)C(=O)CCCN1CCC(=CC1)N1C(=O)NC2=CC=CC=C12,Approved;VetApproved
"Levothyroxine",N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O,Approved
"Framycetin",NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,Approved
"Meperidine",CCOC(=O)C1(CCN(C)CC1)C1=CC=CC=C1,Approved
"Loratadine",CCOC(=O)N1CCC(CC1)=C1C2=C(CCC3=C1N=CC=C3)C=C(Cl)C=C2,Approved;Investigational
"Cefalotin",[H][C@]12SCC(COC(C)=O)=C(N1C(=O)[C@H]2NC(=O)CC1=CC=CS1)C(O)=O,Approved;Investigational;VetApproved
"Prazosin",COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1=CC=CO1,Approved
"Imipramine",CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12,Approved
"Acitretin",COC1=C(C)C(C)=C(\C=C\C(\C)=C\C=C\C(\C)=C\C(O)=O)C(C)=C1,Approved
"Verteporfin",COC(=O)CCC1=C2NC(\C=C3/N=C(/C=C4\N\C(=C/C5=N/C(=C\2)/C(CCC(O)=O)=C5C)C(C=C)=C4C)C2=CC=C([C@@H](C(=O)OC)[C@@]32C)C(=O)OC)=C1C,Approved;Investigational
"Nabumetone",COC1=CC2=C(C=C1)C=C(CCC(C)=O)C=C2,Approved
"Methscopolamine bromide",[Br-].[H][C@]12C[C@@H](C[C@@]([H])(C3OC13)[N+]2(C)C)OC(=O)[C@H](CO)C1=CC=CC=C1,Approved
"Sodium tetradecyl sulfate",[Na+].CCCCC(CC)CCC(CC(C)C)OS([O-])(=O)=O,Approved;Investigational
"Ketorolac",OC(=O)C1CCN2C1=CC=C2C(=O)C1=CC=CC=C1,Approved
"Enoxacin",CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N=C12)N1CCNCC1,Approved;Investigational
"Quinine",[H][C@]1(C[C@@H]2CC[N@]1C[C@@H]2C=C)[C@H](O)C1=CC=NC2=CC=C(OC)C=C12,Approved
"Tenoxicam",CN1C(C(=O)NC2=CC=CC=N2)=C(O)C2=C(C=CS2)S1(=O)=O,Approved
"Dronabinol",[H][C@@]12C=C(C)CC[C@@]1([H])C(C)(C)OC1=C2C(O)=CC(CCCCC)=C1,Approved;Illicit
"Montelukast",OC(=O)CC1(CC1)CS[C@H](CCC1=CC=CC=C1C(O)(C)C)C1=CC=CC(\C=C\C2=NC3=C(C=CC(Cl)=C3)C=C2)=C1,Approved
"Fluoxetine",CNCCC(OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1,Approved;VetApproved
"Hexylcaine",CC(CNC1CCCCC1)OC(=O)C1=CC=CC=C1,Approved;Withdrawn
"Methohexital",CCC#CC(C)C1(CC=C)C(=O)NC(=O)N(C)C1=O,Approved
"Chlordiazepoxide",CNC1=NC2=C(C=C(Cl)C=C2)C(C2=CC=CC=C2)=[N+]([O-])C1,Approved;Illicit;Investigational
"Duloxetine",CNCC[C@H](OC1=CC=CC2=CC=CC=C12)C1=CC=CS1,Approved
"Chlorpromazine",CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(Cl)C=C2,Approved;Investigational;VetApproved
"Rimantadine",CC(N)C12CC3CC(CC(C3)C1)C2,Approved;Investigational
"Amikacin",NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,Approved;Investigational;VetApproved
"Lenalidomide",NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O,Approved
"Raloxifene",OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C2=C(S1)C=C(O)C=C2,Approved;Investigational
"Celecoxib",CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F,Approved;Investigational
"Gallamine triethiodide",[I-].[I-].[I-].CC[N+](CC)(CC)CCOC1=CC=CC(OCC[N+](CC)(CC)CC)=C1OCC[N+](CC)(CC)CC,Approved
"Brimonidine",BrC1=C(NC2=NCCN2)C=CC2=NC=CN=C12,Approved
"Dicloxacillin",[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=C(Cl)C=CC=C1Cl)C(O)=O,Approved;Investigational;VetApproved
"Nabilone",[H][C@@]12CC(=O)CC[C@@]1([H])C(C)(C)OC1=CC(=CC(O)=C21)C(C)(C)CCCCCC,Approved;Investigational
"Pefloxacin",CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCN(C)CC1,Approved
